BUS1 BUS2 BUS3 CI G_MAG B_MAG WI1 WI2 WI3 WI_V WI_A ARE OWN NAME BUS4 NAME2
6950 6952 6957 01 0.000 0.000 1 1 1 1.033100 23.75190 431 0 R.BRAN-AC230-RBRAN1-A 6953 RBRAN1-AC000
6950 6952 6958 02 0.000 0.000 1 1 1 1.033212 23.75141 431 0 R.BRAN-AC230-RBRAN2-A 6954 RBRAN2-AC000
6950 6951 6959 01 0.000 0.000 1 1 1 1.052095 24.43968 431 0 R.BRAN-AC230-RBRAA1-A 6956 RBRAA1-AC000
6950 6952 6964 05 0.000 0.000 1 1 1 1.031681 23.67340 431 0 R.BRAN-AC230-RBRAN5-A 6963 RBRAN5-AC000
6950 7844 0 01 0.000 0.000 1 1 0 0.000000 0.00000 431 0 R.BRAN-AC230-RBRAN-CE  
6980 6991 44455 01 0.000 0.000 1 1 1 1.003224 20.61090 431 0 FEIJO--AC230-FEIJO1-A 44454 FEIJO1-AC000
6980 6991 44457 02 0.000 0.000 1 1 1 1.003224 20.61090 431 0 FEIJO--AC230-FEIJO2-A 44456 FEIJO2-AC000
6982 7027 0 01 0.000 0.000 1 1 0 0.000000 0.00000 432 0 EPITAC-AC138-EPITAC-A  
6982 7027 0 02 0.000 0.000 1 1 0 0.000000 0.00000 432 0 EPITAC-AC138-EPITAC-A  
6990 6992 44459 01 0.000 0.000 1 1 1 0.978219 16.87759 431 0 CRUZSU-AC230-CRZSU1-A 44458 CRZSU1-AC000
6990 6992 44461 02 0.000 0.000 1 1 1 0.978219 16.87759 431 0 CRUZSU-AC230-CRZSU2-A 44460 CRZSU2-AC000
7031 7032 7867 02 0.000 0.000 1 1 1 1.040032 25.15736 431 0 TUCUMA-AC230-TUCUM2-A 7866 TUCUM2-AC000
7031 7032 44462 01 0.000 0.000 1 1 1 1.040032 25.15736 431 0 TUCUMA-AC230-TUCUM1-A 44463 TUCUM1-AC000
7046 7054 0 01 0.000 0.000 1 1 0 0.000000 0.00000 455 0 C.PVE2-RO013-C.PVEL-R  
7048 7049 7054 15 0.000 0.000 1 1 1 1.005231 33.88193 452 0 CPVE15-RO013-CPVE15-R 7047 CPVE15-RO000
7053 7050 0 01 0.000 0.000 1 1 0 0.000000 0.00000 451 0 SA-MD--RO500-SA-MD-UH  
7054 7059 7567 01 0.000 0.000 0 0 0 0.999000 0.00000 452 0 C.PVEL-RO230-C.PVEL-R 7566 C.PVEL-RO000
7056 7051 0 01 0.000 0.000 1 1 0 0.000000 0.00000 451 0 JIRAU--RO500-JIR-MDUH  
7057 402 0 01 0.000 0.000 1 1 0 0.000000 0.00000 202 0 ARARQ2-SP500-ARARQ2SI  
7057 7058 41563 02 0.000 0.000 1 1 1 1.070680 -21.99408 202 0 ARARQ2-SP500-AR2AT2-S 41562 AR2AT2-SP000
7057 7058 41565 03 0.000 0.000 1 1 1 1.070680 -21.99408 202 0 ARARQ2-SP500-AR2AT3-S 41564 AR2AT3-SP000
7057 7058 41567 04 0.000 0.000 1 1 1 1.086720 -21.97540 202 0 ARARQ2-SP500-AR2AT4-S 41566 AR2AT4-SP000
7060 7061 0 01 0.000 0.000 1 1 0 0.000000 0.00000 451 0 JIR-ME-RO500-JIR-MEUH  
7063 7062 0 01 0.000 0.000 1 1 0 0.000000 0.00000 451 0 SA-LR--RO500-SA-LR-UH  
7065 7064 0 01 0.000 0.000 1 1 0 0.000000 0.00000 451 0 SA-ME--RO500-SA-ME-UH  
7092 7093 0 01 0.000 0.000 1 1 0 0.000000 0.00000 517 0 USJATA-GO069-JATAI-PC  
7094 7095 0 01 0.000 0.000 1 1 0 0.000000 0.00000 517 0 IRARA--GO069-IRARA-PC  
7096 7097 0 01 0.000 0.000 1 1 0 0.000000 0.00000 517 0 FAZVEL-GO069-FAZVELPC  
7099 7120 0 01 0.000 0.000 1 1 0 0.000000 0.00000 517 0 PONTAL-GO069-PONTALPC  
7100 7106 0 01 0.000 0.000 1 1 0 0.000000 0.00000 881 0 GURUPI-TO500-GURUPI-T  
7106 7107 0 01 0.000 0.000 1 1 0 0.000000 0.00000 882 0 GURUPI-TO230-GURUPI-T  
7106 7107 0 02 0.000 0.000 1 1 0 0.000000 0.00000 882 0 GURUPI-TO230-GURUPI-T  
7111 7110 0 01 0.000 0.000 1 1 0 0.000000 0.00000 583 0 PEIXEA-TO138-PEIXEAUH  
7111 7112 44112 01 0.000 0.000 1 1 1 1.065052 29.83571 881 0 PEIXEA-TO000-PEIXEA-T 44111 PEIXEA-TO000
7114 7115 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CHAFS1-PB138-CHAS1A-P  
7114 7116 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CHAFS1-PB138-CHAS1B-P  
7181 7183 44028 01 0.000 0.000 1 1 1 1.018499 41.23378 772 0 B.JESU-PI230-BJE-T1-P 44027 BJE-T1-PI000
7181 7183 44030 02 0.000 0.000 1 1 1 1.018499 41.23378 772 0 B.JESU-PI230-BJE-T2-P 44029 BJE-T2-PI000
7184 7185 0 01 0.000 0.000 1 1 0 0.000000 0.00000 762 0 PITOMB-CE230-PITOMB-C  
7186 7187 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 JSOLAR-BA230-JSOLAR-B  
7186 8738 0 02 0.000 0.000 1 1 0 0.000000 0.00000 702 0 JSOLAR-BA230-JSOLAB-B  
7190 7191 0 01 0.000 0.000 1 1 0 0.000000 0.00000 771 0 GILBU2-PI500-GILBUE-P  
7191 7193 44036 01 0.000 0.000 1 1 1 1.018609 38.21859 772 0 GILBUE-PI230-GID-T1-P 44035 GID-T1-PI000
7191 7193 44038 02 0.000 0.000 1 1 1 1.018609 38.21859 772 0 GILBUE-PI230-GID-T2-P 44037 GID-T2-PI000
7200 7202 7205 01 0.000 0.000 1 1 1 0.948275 33.81791 881 0 MIRACE-TO500-MIRACE-T 7208 MIRACE-TO000
7200 7202 7211 02 0.000 0.000 1 1 1 1.070654 33.84175 881 0 MIRACE-TO500-MIRAC2-T 7210 MIRAC2-TO000
7204 7207 44032 01 0.000 0.000 1 1 1 1.035489 35.55506 881 0 LAJEAD-TO500-LAJ-T1-T 44031 LAJ-T1-TO000
7204 7207 44034 02 0.000 0.000 1 1 1 1.035489 35.55506 881 0 LAJEAD-TO500-LAJ-T2-T 44033 LAJ-T2-TO000
7207 7206 0 01 0.000 0.000 1 1 0 0.000000 0.00000 882 0 LAJEAD-TO230-LAJEADUH  
7212 7213 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 GPEXPA-BA230-GPEXPA-B  
7212 7214 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 GPEXPA-BA230-GPEXPB-B  
7221 7222 7224 01 0.000 0.000 1 1 1 1.042543 29.31581 882 0 PALMAS-TO230-PLMT1--T 7223 PLMT1--TO000
7221 7222 7226 02 0.000 0.000 1 1 1 1.042422 29.31079 882 0 PALMAS-TO230-PLMT2--T 7225 PLMT2--TO000
7227 7228 0 01 0.000 0.000 1 1 0 0.000000 0.00000 882 0 DIANO2-TO230-DIANO2-T  
7227 7228 0 02 0.000 0.000 1 1 0 0.000000 0.00000 882 0 DIANO2-TO230-DIANO2-T  
7239 44647 0 01 0.000 0.000 1 1 0 0.000000 0.00000 883 0 TOCANT-TO138-TOCANT-T  
7254 8531 8532 05 0.000 0.000 1 1 1 0.999558 13.24169 802 0 MA3-T5-AM013-MA3-T5-A 7253 MA3-T5-AM000
7257 44968 44971 01 0.000 0.000 1 1 1 1.058778 67.64048 772 0 VPII---PI230-VPII1--P 7258 VPII1--PI000
7259 44968 0 01 0.000 0.000 1 1 0 0.000000 0.00000 772 0 VPII1--PI034-VPII2--P  
7260 44970 0 01 0.000 0.000 1 1 0 0.000000 0.00000 772 0 VPII2--PI034-VPII4--P  
7271 44974 44977 01 0.000 0.000 1 1 1 1.060114 67.46326 772 0 VPIII--PI230-VPIII1-P 7272 VPIII1-PI000
7273 44974 0 01 0.000 0.000 1 1 0 0.000000 0.00000 772 0 VPIII1-PI034-VPIII2-P  
7274 44976 0 01 0.000 0.000 1 1 0 0.000000 0.00000 772 0 VPIII2-PI034-VPIII4-P  
7278 7279 0 01 0.000 0.000 1 1 0 0.000000 0.00000 742 0 MENDUB-RN034-MENDUB-R  
7284 7285 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 CANUDO-BA500-CANUDO-B  
7284 44605 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 CANUDO-BA500-CANUD2-B  
7289 7290 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 LUZEI--BA230-LUZEI--B  
7289 7290 0 02 0.000 0.000 1 1 0 0.000000 0.00000 702 0 LUZEI--BA230-LUZEI--B  
7292 7300 7308 01 0.000 0.000 1 1 1 1.045565 37.71452 881 0 COL-T1-TO013-COL-T1-T 7287 COL-T1-TO000
7293 7300 7308 02 0.000 0.000 1 1 1 1.045565 37.71452 881 0 COL-T2-TO013-COL-T2-T 7288 COL-T2-TO000
7295 7279 0 01 0.000 0.000 1 1 0 0.000000 0.00000 742 0 MENDU2-RN034-MENDUB-R  
7296 8714 8715 01 0.000 0.000 1 1 1 1.017559 44.42670 701 0 SOLSE2-BA034-SOLSE1-B 7313 SOLSE1-BA000
7297 7298 8714 02 0.000 0.000 1 1 1 1.017527 44.42690 701 0 SOLSE3-BA034-SOLSE2-B 7314 SOLSE2-BA000
7316 8192 8193 01 0.000 0.000 1 1 1 1.008125 53.72099 723 0 BGA-T1-PE013-BGA-T1-P 7315 BGA-T1-PE000
7374 7375 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 CPARA4-MG034-CPARA4-M  
7398 42227 42229 01 0.000 0.000 1 1 1 1.014781 -6.69227 362 0 SAMARC-MG345-SAMARC-M 42228 SAMARC-MG000
7401 7402 7404 01 0.000 0.000 1 1 1 1.005173 -6.59249 352 0 LEOPO2-MG345-LEOPT1-M 7403 LEOPT1-MG000
7401 7402 7406 02 0.000 0.000 1 1 1 1.005173 -6.59249 352 0 LEOPO2-MG345-LEOPT2-M 7405 LEOPT2-MG000
7408 7409 42199 01 0.000 0.000 1 1 1 0.992097 1.55271 352 0 MALGR2-MG345-MAL2T1-M 42198 MAL2T1-MG000
7408 7409 42201 02 0.000 0.000 1 1 1 0.992097 1.55271 352 0 MALGR2-MG345-MAL2T2-M 42200 MAL2T2-MG000
7410 7411 42197 01 0.000 0.000 1 1 1 1.059187 -4.43282 352 0 ARAXA3-MG345-ARA3T1-M 42196 ARA3T1-MG000
7412 7413 42195 01 0.000 0.000 1 1 1 1.036691 -2.89236 352 0 UBEL10-MG345-UB10T1-M 42194 UB10T1-MG000
7435 7437 9015 01 0.000 0.000 1 1 1 1.007589 -6.00024 362 0 NLIMA6-MG138-NLIMA6-M 7436 NLIMA6-MG000
7438 7440 9015 02 0.000 0.000 1 1 1 1.015610 -4.70375 362 0 NLIMA2-MG138-NLIMA2-M 7439 NLIMA2-MG000
7441 45121 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 JAIB1-UFV138-JAICOL-M  
7443 7444 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 CPIRAP-MG138-CPIRAP1M  
7443 7445 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 CPIRAP-MG138-CPIRAP2M  
7443 7447 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 CPIRAP-MG138-CVAZAN-M  
7448 7449 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 C.LSV--MG345-C.LSV1-M  
7448 7582 0 02 0.000 0.000 1 1 0 0.000000 0.00000 352 0 C.LSV--MG345-C.LSV2-M  
7538 4788 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SJRCLA-MT034-BURIZ-PC  
7539 4701 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 DICUIA-MT138-DICUI1-M  
7539 4702 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 DICUIA-MT138-DICUI2-M  
7540 3556 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CNOVO--MT138-C.NOVO-M  
7540 4842 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CNOVO--MT138-C.NOVO-M  
7541 4725 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JANGAD-MT138-JANGAD-M  
7542 4564 0 01 0.000 0.000 1 1 0 0.000000 0.00000 474 0 SOR-EL-MT069-SOR.R1-M  
7542 7778 0 01 0.000 0.000 1 1 0 0.000000 0.00000 474 0 SOR-EL-MT069-SOR.R1-M  
7543 4710 0 01 0.000 0.000 1 1 0 0.000000 0.00000 474 0 SOR.R2-MT069-SOR.R2-M  
7543 7779 0 01 0.000 0.000 1 1 0 0.000000 0.00000 474 0 SOR.R2-MT069-SOR.R2-M  
7544 4914 0 01 0.000 0.000 1 1 0 0.000000 0.00000 474 0 SOR.CI-MT069-SOR.CI-M  
7544 4914 0 02 0.000 0.000 1 1 0 0.000000 0.00000 474 0 SOR.CI-MT069-SOR.CI-M  
7545 3573 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JUARAA-MT138-JUARA--M  
7545 4849 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JUARAA-MT138-JUARA--M  
7546 3570 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 QUERE--MT138-QUEREN-M  
7546 4693 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 QUERE--MT138-QUEREN-M  
7548 3574 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BUNGE--MT138-BUNGE--M  
7548 4634 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BUNGE--MT138-BUNGE--M  
7549 4908 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SANTAR-MT138-S.RITA-M  
7569 3558 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 MANTOV-MT138-MANTO-PC  
7571 3559 0 01 0.000 0.000 1 1 0 0.000000 0.00000 475 0 SEFOZC-MT138-FOZCE-PC  
7572 3560 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PCHPDDSMT138-PERDD-PC  
7573 7769 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PERDS--MT138-NVMUTM-M  
7574 3562 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 INPMUT-MT069-INPMU-UT  
7575 3565 0 01 0.000 0.000 0 0 0 0.000000 0.00000 477 0 ALTGUA-MT034-ALTGU-PC  
7576 3563 0 01 0.000 0.000 0 0 0 0.000000 0.00000 477 0 ESTIVI-MT034-ESTIV-PC  
7577 7578 0 01 0.000 0.000 0 0 0 0.000000 0.00000 477 0 COLETO-MT138-COLETO-M  
7579 3564 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SONORA-MT034-SONOR-UT  
7580 3566 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 NVGUAP-MT138-NVGUA-PC  
7584 7587 7589 01 0.000 0.000 1 1 1 1.019741 20.87799 353 0 CAUROR-MG230-CAURO1-M 7585 CAURO1-MG000
7584 7670 7672 02 0.000 0.000 1 1 1 1.020195 20.87798 353 0 CAUROR-MG230-CAURO2-M 7586 CAURO2-MG000
7635 7634 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 AGVFV--SP034-AGVFV--S  
7636 7628 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 BHORA--SP034-BHORA--S  
7637 7638 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 DRAFV--SP138-DRAFV--S  
7646 1912 0 01 0.000 0.000 1 1 0 0.000000 0.00000 215 0 OPINT-UTE013-ELDOR--M  
7648 7628 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 B_HORA-SP069-BHORA--S  
7655 7656 0 01 0.000 0.000 1 1 0 0.000000 0.00000 217 0 BRACEL-SP034-BRACE-UT  
7663 3170 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CIRAPU-MG500-CIRAPU-M  
7674 7676 7677 01 0.000 0.000 1 1 1 1.014161 18.61122 356 0 CJAIBA-MG138-CJAIBA-M 7675 CJAIBA-MG000
7683 7684 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 VERTEN-SP138-VERTE-BI  
7689 7690 0 01 0.000 0.000 1 1 0 0.000000 0.00000 207 0 MOCO5-BIO013-MOCOC5-S  
7691 7692 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SMIGUE-SP345-SMIGUE-S  
7691 7692 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SMIGUE-SP345-SMIGUE-S  
7691 7692 0 03 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SMIGUE-SP345-SMIGUE-S  
7693 7694 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SCAETA-SP345-SCAETA-S  
7693 7694 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SCAETA-SP345-SCAETA-S  
7695 4753 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CHAPAD-MT138-CHAPAD-M  
7696 4407 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 ITAQUE-MT138-ITAQUE-M  
7697 4777 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PTINGA-MT138-PTINGA-M  
7698 4781 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 B.RIO--MT138-B.RIO--M  
7698 4781 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 B.RIO--MT138-B.RIO--M  
7699 4901 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SJRCLA-MT138-SJRCLA-M  
7700 4851 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JUINA--MT138-JUINA--M  
7701 4937 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 IPIRAN-MT138-IPIRAN-M  
7702 4978 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 PARAIT-MT138-PARAIT-M  
7703 4993 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 NMONTE-MT138-NMONTE-M  
7704 4813 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 DIAMAN-MT138-BERTIN-M  
7704 4818 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 DIAMAN-MT138-DIAMAN-M  
7704 7780 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 DIAMAN-MT138-DIAMAN-M  
7705 4847 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BRASNO-MT138-BRASNO-M  
7706 4913 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 N.UBIR-MT138-N.UBIR-M  
7707 4879 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 COMODO-MT138-COMODO-M  
7708 4696 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 V.RICA-MT138-V.RICA-M  
7709 4694 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 ABOAVI-MT138-ABOAVI-M  
7710 4695 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 CONFRE-MT138-CONFRE-M  
7710 4695 0 02 0.000 0.000 1 1 0 0.000000 0.00000 478 0 CONFRE-MT138-CONFRE-M  
7710 4939 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 CONFRE-MT138-CONFR-SI  
7710 6855 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 CONFRE-MT138-CONFRE-M  
7711 4640 0 01 0.000 0.000 1 1 0 0.000000 0.00000 475 0 TAPURA-MT138-TAPURA-M  
7711 4640 0 02 0.000 0.000 1 1 0 0.000000 0.00000 475 0 TAPURA-MT138-TAPURA-M  
7717 7716 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJANAU-M  
7717 7716 0 02 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJANAU-M  
7717 7718 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJ1A4--M  
7717 7720 0 02 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJ5A8--M  
7717 7722 0 03 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJ9A12-M  
7717 7724 0 04 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJ13A16M  
7717 7726 0 05 0.000 0.000 1 1 0 0.000000 0.00000 351 0 CJANAU-MG138-CJ17A20M  
7732 7733 44472 01 0.000 0.000 1 1 1 1.065108 1.11126 471 0 C.NORT-MT500-C.NORT-M 44473 C.NORT-MT000
7734 7655 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 BRACEL-SP440-BRACEL-S  
7734 7655 0 02 0.000 0.000 1 1 0 0.000000 0.00000 203 0 BRACEL-SP440-BRACEL-S  
7734 7655 0 03 0.000 0.000 1 1 0 0.000000 0.00000 203 0 BRACEL-SP440-BRACEL-S  
7735 7736 45359 01 0.000 0.000 1 1 1 1.021064 2.71750 472 0 FSENERBIO013-FSBIO1-M 45361 FSBIO1-MT000
7735 7736 45360 02 0.000 0.000 1 1 1 1.021064 2.71750 472 0 FSENERBIO013-FSBIO2-M 45362 FSBIO2-MT000
7737 7880 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 PBAFV--SP138-PBARRE-S  
7738 7876 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 PEDFV--SP138-PEDFV--S  
7743 45111 0 01 0.000 0.000 1 1 0 0.000000 0.00000 358 0 ARAX4-UFV138-ARAXA-UF  
7749 7750 7751 01 0.000 0.000 1 1 1 1.008085 20.89498 353 0 CJAIB3-MG230-CJ1A3A-M 7752 CJ1A3A-MG000
7749 7753 7754 02 0.000 0.000 1 1 1 1.008085 20.89498 353 0 CJAIB3-MG230-CJ4A6A-M 7755 CJ4A6A-MG000
7749 7756 7757 03 0.000 0.000 1 1 1 1.008085 20.89498 353 0 CJAIB3-MG230-CJ1B3B-M 7758 CJ1B3B-MG000
7749 7759 7760 04 0.000 0.000 1 1 1 1.007789 20.89405 353 0 CJAIB3-MG230-CJ4B7B-M 7761 CJ4B7B-MG000
7767 3567 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TFERRO-MT138-TFERRO-M  
7768 4775 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PRIMVL-MT138-PRIMAV-M  
7768 4776 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PRIMVL-MT138-PRIMA-PC  
7769 4705 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 NVMUTM-MT069-N.MUT2-M  
7769 4905 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 NVMUTM-MT069-NMUTUM-M  
7769 4906 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 NVMUTM-MT069-NMUTUM-M  
7771 3151 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 BPERS--SP138-BPERS-BI  
7789 7790 7791 01 0.000 0.000 1 1 1 0.990277 22.93115 351 0 CDBDN--MG500-CDB-T1-M 7792 CDB-T1-MG000
7789 7793 7794 02 0.000 0.000 1 1 1 0.990290 22.93115 351 0 CDBDN--MG500-CDB-T2-M 7795 CDB-T2-MG000
7801 7805 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 DPEDRI-SP230-DPEDRI-S  
7801 7805 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 DPEDRI-SP230-DPEDRI-S  
7806 7878 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 CASFV--SP138-CASFV--S  
7806 7878 0 02 0.000 0.000 1 1 0 0.000000 0.00000 209 0 CASFV--SP138-CASFV--S  
7807 7775 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 UTNMIL-MT138-UTNMIL-M  
7808 7809 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 CSJOAO-MG138-CSJOAO-M  
7831 7776 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 COMPVD-MT138-COMPVD-M  
7832 7777 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 FZMALU-MT138-FZMALU-M  
7835 3555 0 01 0.000 0.000 1 1 0 0.000000 0.00000 476 0 COLNIZ-MT138-COLNIZ-M  
7883 7882 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 CMSOL1-GO034-CMSOL1-G  
7883 7882 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 CMSOL1-GO034-CMSOL1-G  
7883 7882 0 03 0.000 0.000 1 1 0 0.000000 0.00000 564 0 CMSOL1-GO034-CMSOL1-G  
7888 7887 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 BSOR-A-MG034-BSORTE-M  
7905 44475 0 01 0.000 0.000 1 1 0 0.000000 0.00000 701 0 MSULD1-BA034-MSULT12B  
7907 7908 44679 01 0.000 0.000 1 1 1 1.014522 46.84884 711 0 TUCANO-BA500-TCA-T1-B 44682 TCA-T1-BA000
7907 44680 44681 02 0.000 0.000 1 1 1 1.013005 46.06482 711 0 TUCANO-BA500-TCA-T2-B 44683 TCA-T2-BA000
7910 7911 0 01 0.000 0.000 1 1 0 0.000000 0.00000 762 0 ARATIC-CE034-ARATIC-C  
7914 8475 8476 01 0.000 0.000 1 1 1 1.057097 55.78301 701 0 ARI--2-BA034-ARI-T1-B 7913 ARI-T1-BA000
7920 8999 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 VSRIC1-RN034-VSRIC--R  
7926 7927 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BMONTE-PE230-BMONT1-P  
7926 7928 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BMONTE-PE230-BMONT2-P  
7926 7929 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BMONTE-PE230-BMONT3-P  
7933 7934 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 CIRAND-PE230-CIRAND-P  
7933 7990 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 CIRAND-PE230-XAXADO-P  
7938 9474 0 02 0.000 0.000 1 1 0 0.000000 0.00000 741 0 SM2-B3-RN034-SM2T22-R  
7941 7956 8440 02 0.000 0.000 1 1 1 1.008893 82.40817 762 0 SERRO2-CE034-SER-T2-C 7954 SER-T2-CE000
7943 8440 9490 03 0.000 0.000 1 1 1 1.007856 83.10016 762 0 S.MATO-CE034-S.MATO-C 9489 S.MATO-CE000
7952 6563 0 02 0.000 0.000 1 1 0 0.000000 0.00000 847 0 SNT-D1-PA138-SANTAN-P  
7955 8440 8441 01 0.000 0.000 1 1 1 1.008922 82.26130 762 0 SER-T1-CE013-SER-T1-C 7953 SER-T1-CE000
7979 7108 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CHAFS2-PB138-CHAS2B-P  
7979 7981 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CHAFS2-PB138-CHAS2A-P  
7980 7982 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CHAFN--PB138-CHANA--P  
7980 9498 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CHAFN--PB138-CHANB--P  
7983 7984 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 LUZI23-PB138-LUZI23-P  
7992 7993 0 01 0.000 0.000 1 1 0 0.000000 0.00000 742 0 TBMEIO-PB230-TBMEIO-P  
7995 7996 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 M.NETO-BA500-M.NETO-B  
7995 7996 0 02 0.000 0.000 1 1 0 0.000000 0.00000 711 0 M.NETO-BA500-M.NETO-B  
